NO_OF_SAMPLES	23840
FREQUENCY	2400
TIME_STAMP	2022-01-29, 15:27:17.748	11255.90960920
FIRST_SAMPLE	1
DESCRIPTION	Force data in world (lab) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Bertec
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Left
FORCE_PLATE_CORNER_POSX_POSY_X	0.000000
FORCE_PLATE_CORNER_POSX_POSY_Y	1638.300049
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	482.600006
FORCE_PLATE_CORNER_NEGX_POSY_Y	1638.300049
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	482.600006
FORCE_PLATE_CORNER_NEGX_NEGY_Y	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_Y	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_OFFSET_X	-241.300003
FORCE_PLATE_OFFSET_Y	819.150024
FORCE_PLATE_OFFSET_Z	15.875000
FORCE_PLATE_LENGTH	1638.300049
FORCE_PLATE_WIDTH	482.600006
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
140	0.05792	-7.095337	4.043579	8.697510	14.038086	1.487732	5.798340	241.300003	819.150024	0.000000	
141	0.05833	-6.637573	4.501343	8.087158	13.793945	1.487732	5.798340	241.300003	819.150024	0.000000	
142	0.05875	-0.381470	-0.381470	12.359619	17.700195	-2.250671	-1.892090	241.300003	819.150024	0.000000	
143	0.05917	-0.381470	-0.381470	14.495850	17.700195	-2.403259	-1.281738	241.300003	819.150024	0.000000	
144	0.05958	-2.365112	-6.332397	15.411377	12.817383	-2.174377	-2.136230	241.300003	819.150024	0.000000	
145	0.06000	-1.907349	-8.163452	17.547607	10.620117	-1.792908	-1.892090	241.300003	819.150024	0.000000	
146	0.06042	-3.433228	-8.468628	15.106201	9.887695	-1.411438	-1.770020	241.300003	819.150024	0.000000	
147	0.06083	-7.553101	-11.825562	10.833740	1.098633	1.029968	1.037598	241.300003	819.150024	0.000000	
148	0.06125	-7.858276	-11.520386	11.444092	0.610352	1.258850	1.403809	241.300003	819.150024	0.000000	
149	0.06167	-5.722046	-4.196167	0.762939	-8.911133	2.098083	0.915527	241.300003	819.150024	0.000000	
150	0.06208	-5.722046	-4.043579	-0.152588	-10.131836	2.098083	0.793457	241.300003	819.150024	0.000000	
151	0.06250	-2.975464	1.449585	-5.340576	-12.329102	2.250671	1.281738	241.300003	819.150024	0.000000	
152	0.06292	-1.754761	6.790161	-10.223389	-14.038086	2.632141	1.770020	241.300003	819.150024	0.000000	
153	0.06333	-1.296997	7.247925	-10.833740	-14.282227	2.555847	1.770020	241.300003	819.150024	0.000000	
154	0.06375	-4.653931	11.215210	-5.035400	-7.202148	3.395081	8.239746	241.300003	819.150024	0.000000	
155	0.06417	-5.111694	11.215210	-5.340576	-6.713867	3.395081	8.483887	241.300003	819.150024	0.000000	
156	0.06458	-7.247925	8.163452	5.035400	5.981445	2.555847	10.437012	241.300003	819.150024	0.000000	
157	0.06500	-8.163452	7.400513	8.087158	9.643555	2.326965	11.047363	241.300003	819.150024	0.000000	
158	0.06542	-6.484985	6.484985	9.307861	11.840820	1.792908	10.314941	241.300003	819.150024	0.000000	
159	0.06583	-7.095337	3.280640	15.411377	22.094727	0.267029	7.629395	241.300003	819.150024	0.000000	
160	0.06625	-7.095337	3.738403	14.801025	22.094727	0.038147	7.263184	241.300003	819.150024	0.000000	
161	0.06667	-2.975464	0.534058	16.937256	20.629883	-1.945496	2.746582	241.300003	819.150024	0.000000	
162	0.06708	-3.280640	0.381470	17.547607	18.676758	-2.479553	2.624512	241.300003	819.150024	0.000000	
163	0.06750	-1.296997	-3.738403	13.580322	13.061523	-2.326965	1.770020	241.300003	819.150024	0.000000	
164	0.06792	0.534058	-7.247925	10.528564	6.958008	-2.326965	1.037598	241.300003	819.150024	0.000000	
165	0.06833	0.381470	-6.790161	10.223389	6.469727	-2.250671	1.037598	241.300003	819.150024	0.000000	
166	0.06875	-4.043579	-16.556263	3.814697	-0.854492	0.877380	1.525879	241.300003	819.150024	0.000000	
167	0.06917	-4.806519	-16.403675	3.814697	-1.586914	0.877380	1.892090	241.300003	819.150024	0.000000	
168	0.06958	-8.468628	-15.945911	-2.899170	-4.516602	4.158020	2.868652	241.300003	819.150024	0.000000	
169	0.07000	-9.536743	-15.640736	-4.730225	-5.737305	4.920959	2.990723	241.300003	819.150024	0.000000	
170	0.07042	-9.384155	-12.283325	-3.509521	-4.516602	4.768372	2.624512	241.300003	819.150024	0.000000	
171	0.07083	-9.384155	-0.381470	-0.762939	-0.610352	3.776550	3.112793	241.300003	819.150024	0.000000	
172	0.07125	-9.384155	-0.686646	-0.762939	-0.610352	3.471375	2.502441	241.300003	819.150024	0.000000	
173	0.07167	-2.975464	14.266968	3.509521	-1.586914	-0.267029	2.136230	241.300003	819.150024	0.000000	
174	0.07208	-2.212524	15.487671	3.814697	-1.098633	-0.648499	2.258301	241.300003	819.150024	0.000000	
175	0.07250	0.228882	16.708851	4.425049	-2.807617	-1.487732	2.624512	241.300003	819.150024	0.000000	
176	0.07292	1.754761	18.692493	5.645752	-3.784180	-2.555847	3.356934	241.300003	819.150024	0.000000	
177	0.07333	1.602173	18.387318	4.730225	-3.784180	-2.708435	3.112793	241.300003	819.150024	0.000000	
178	0.07375	-1.754761	10.299683	-5.035400	-13.549805	1.258850	5.065918	241.300003	819.150024	0.000000	
179	0.07417	-1.449585	10.604858	-4.425049	-14.526367	1.258850	5.310059	241.300003	819.150024	0.000000	
180	0.07458	-8.010864	0.839233	-9.002686	-19.165039	5.683899	7.141113	241.300003	819.150024	0.000000	
181	0.07500	-9.536743	-1.907349	-11.444092	-20.874023	6.523132	7.751465	241.300003	819.150024	0.000000	
182	0.07542	-8.926392	-1.602173	-9.307861	-18.188477	6.370544	7.507324	241.300003	819.150024	0.000000	
183	0.07583	-6.637573	-3.585815	-5.340576	-12.084961	5.073547	5.432129	241.300003	819.150024	0.000000	
184	0.07625	-6.637573	-3.738403	-5.035400	-12.084961	5.378723	5.065918	241.300003	819.150024	0.000000	
185	0.07667	2.365112	0.076294	3.814697	6.225586	-0.190735	-2.258301	241.300003	819.150024	0.000000	
186	0.07708	2.975464	-0.228882	3.814697	9.155273	-0.801086	-3.112793	241.300003	819.150024	0.000000	
187	0.07750	4.043579	1.449585	5.950928	12.573242	-1.564026	-4.455566	241.300003	819.150024	0.000000	
188	0.07792	5.416870	2.517700	7.781982	17.700195	-2.632141	-5.798340	241.300003	819.150024	0.000000	
189	0.07833	5.722046	2.212524	7.781982	17.456055	-2.555847	-5.676270	241.300003	819.150024	0.000000	
190	0.07875	-2.365112	0.839233	6.866455	12.573242	0.419617	-0.549316	241.300003	819.150024	0.000000	
191	0.07917	-2.365112	0.228882	6.561279	11.352539	0.343323	-1.159668	241.300003	819.150024	0.000000	
192	0.07958	-7.705688	-1.144409	-1.068115	-4.516602	3.089905	3.112793	241.300003	819.150024	0.000000	
193	0.08000	-8.468628	-0.991821	-3.814697	-9.887695	3.776550	4.333496	241.300003	819.150024	0.000000	
194	0.08042	-8.926392	-0.839233	-5.645752	-12.573242	4.158020	4.577637	241.300003	819.150024	0.000000	
195	0.08083	-9.841919	2.975464	-13.580322	-25.269318	5.455017	6.774902	241.300003	819.150024	0.000000	
196	0.08125	-9.841919	1.907349	-12.664795	-26.001740	5.302429	6.896973	241.300003	819.150024	0.000000	
197	0.08167	-6.637573	10.147095	-5.950928	-18.188477	3.318787	6.896973	241.300003	819.150024	0.000000	
198	0.08208	-7.247925	10.910034	-7.476807	-17.944336	3.471375	6.652832	241.300003	819.150024	0.000000	
199	0.08250	-5.111694	14.114380	-0.762939	-7.202148	1.945496	6.042480	241.300003	819.150024	0.000000	
200	0.08292	-3.738403	16.708851	3.814697	3.051758	0.190735	5.187988	241.300003	819.150024	0.000000	
